time,ueid,TDDLTE_L1_measurement_Serving_Cell_Measurement_RSRP,TDDLTE_L1_measurement_Serving_Cell_Measurement_SINR
39833984,1,-74,11
39834218,1,-74,11
39834468,1,-74,11
39834578,1,-74,12
39834750,1,-74,11
39834984,1,-74,11
39835140,1,-74,11
39835468,1,-74,11
39835578,1,-74,12
39835750,1,-74,10
39835984,1,-74,10
39836218,1,-74,10
39836343,1,-74,10
39836578,1,-74,10
39836750,1,-74,10
39836984,1,-74,10
39837140,1,-74,10
39837468,1,-74,10
39837578,1,-74,10
39837750,1,-74,10
39838062,1,-74,10
39838218,1,-74,10
39838343,1,-74,10
39838578,1,-74,10
39838750,1,-74,10
39838984,1,-74,9
39839218,1,-74,10
39839468,1,-74,10
39839578,1,-74,10
39839859,1,-75,9
39839984,1,-74,9
39840218,1,-74,9
39840468,1,-74,10
39840578,1,-74,10
39840750,1,-74,10
39840984,1,-74,10
39841140,1,-74,10
39841468,1,-73,9
39841578,1,-74,9
39841750,1,-74,10
39842140,1,-74,9
39842343,1,-74,10
39842578,1,-74,10
39842750,1,-74,10
39842984,1,-74,10
39843218,1,-74,10
39843343,1,-74,10
39843578,1,-74,9
39843750,1,-74,9
39843984,1,-74,10
39844218,1,-74,10
39844343,1,-74,9
39844578,1,-73,11
39844750,1,-74,10
39844984,1,-74,9
39845140,1,-74,9
39845421,1,-74,9
39845578,1,-74,9
39845750,1,-74,9
39845984,1,-74,9
39846140,1,-74,9
39846343,1,-74,10
39846578,1,-74,10
39846750,1,-74,10
39846984,1,-74,11
39847140,1,-74,10
39847343,1,-74,10
39847578,1,-74,10
39847750,1,-74,10
39847984,1,-74,10
39848218,1,-74,10
39848343,1,-74,11
39848578,1,-75,10
39848750,1,-74,11
39848984,1,-74,10
39849218,1,-74,10
39849468,1,-75,11
39849593,1,-74,12
39849750,1,-74,11
39850015,1,-74,11
39850140,1,-74,11
39850343,1,-74,11
39850578,1,-74,11
39850750,1,-74,11
39850984,1,-73,10
39851218,1,-74,11
39851468,1,-74,10
39851578,1,-74,11
39851750,1,-73,11
39851937,1,-73,12
39852187,1,-73,13
39852421,1,-73,13
39852578,1,-73,11
39852750,1,-73,13
39852937,1,-73,12
39853218,1,-73,13
39853578,1,-73,11
39853750,1,-73,11
39854015,1,-73,12
39854218,1,-73,11
39854343,1,-75,10
39854578,1,-76,11
39854750,1,-75,11
39854984,1,-74,10
39855140,1,-75,11
39855468,1,-75,10
39855546,1,-75,10
39855750,1,-75,10
39855984,1,-74,11
39856218,1,-74,11
39856343,1,-74,11
39856578,1,-73,11
39856750,1,-74,12
39857015,1,-73,12
39857140,1,-74,11
39857468,1,-74,12
39857578,1,-74,12
39857859,1,-74,11
39857984,1,-74,11
39858218,1,-74,11
39858343,1,-74,12
39858578,1,-74,12
39858750,1,-74,12
39858984,1,-74,11
39859218,1,-75,12
39859343,1,-74,12
39859578,1,-75,11
39859750,1,-74,11
39860031,1,-74,11
39860140,1,-75,11
39860343,1,-74,12
39860578,1,-74,12
39860750,1,-74,12
39861031,1,-74,11
39861156,1,-74,12
39861390,1,-74,13
39861546,1,-74,13
39861906,1,-73,12
39862031,1,-74,12
39862218,1,-74,12
39862343,1,-74,12
39862578,1,-74,12
39862750,1,-73,12
39863109,1,-73,13
39863187,1,-73,12
39863390,1,-73,12
39863625,1,-73,13
39863828,1,-74,12
39863937,1,-74,12
39864187,1,-73,11
39864343,1,-73,12
39864546,1,-73,11
39864750,1,-74,11
39864937,1,-73,12
39865218,1,-73,13
39865468,1,-73,13
39865578,1,-74,12
39865750,1,-74,12
39866015,1,-73,12
39866140,1,-74,12
39866343,1,-74,12
39866578,1,-74,11
39866750,1,-74,11
39867015,1,-74,11
39867140,1,-74,11
39867468,1,-74,11
39867562,1,-74,11
39867750,1,-74,11
39867984,1,-74,10
39868218,1,-74,11
39868343,1,-75,11
39868578,1,-74,11
39868765,1,-74,11
39869031,1,-74,10
39869140,1,-74,11
39869343,1,-74,11
39869578,1,-74,10
39869906,1,-74,10
39870031,1,-74,11
39870140,1,-74,10
39870468,1,-74,10
39870578,1,-74,10
39870750,1,-73,11
39871015,1,-73,11
39871140,1,-74,11
39871468,1,-74,11
39871578,1,-74,11
39871750,1,-74,11
39872015,1,-74,11
39872218,1,-74,11
39872343,1,-73,11
39872578,1,-74,11
39872750,1,-76,10
39872984,1,-75,9
39873140,1,-75,9
39873468,1,-75,9
39873546,1,-76,11
39873750,1,-75,10
39873984,1,-75,9
39874218,1,-75,9
39874468,1,-74,10
39874578,1,-74,9
39874750,1,-74,11
39874937,1,-74,11
39875140,1,-74,11
39875390,1,-74,12
39875578,1,-74,11
39875765,1,-74,11
39875984,1,-73,10
39876218,1,-74,11
39876343,1,-74,11
39876578,1,-74,10
39876750,1,-75,11
39876984,1,-75,9
39877140,1,-74,10
39877343,1,-75,9
39877578,1,-75,10
39877750,1,-75,10
39877984,1,-74,10
39878140,1,-75,9
39878343,1,-74,10
39878578,1,-74,10
39878750,1,-75,10
39878984,1,-75,10
39879218,1,-75,10
39879468,1,-74,11
39879578,1,-74,10
39879750,1,-75,11
39880015,1,-74,12
39880140,1,-74,11
39880468,1,-74,10
39880578,1,-74,11
39880750,1,-74,10
39881015,1,-74,10
39881140,1,-75,11
39881343,1,-75,11
39881578,1,-75,10
39881765,1,-75,10
39881937,1,-75,10
39882218,1,-75,10
39882343,1,-75,9
39882578,1,-75,10
39882750,1,-75,10
39883015,1,-74,11
39883140,1,-74,10
39883468,1,-74,10
39883578,1,-74,11
39883750,1,-75,10
39883984,1,-74,10
39884218,1,-74,11
39884468,1,-75,10
39884578,1,-75,10
39884750,1,-75,10
39884937,1,-75,10
39885140,1,-75,9
39885343,1,-75,9
39885546,1,-74,11
39885765,1,-74,11
39886015,1,-76,10
39886140,1,-75,10
39886343,1,-75,10
39886578,1,-75,10
39886765,1,-75,10
39887015,1,-75,10
39887140,1,-76,11
39887468,1,-75,10
39887578,1,-75,10
39887781,1,-75,10
39888015,1,-74,10
39888140,1,-75,10
39888343,1,-75,10
39888578,1,-75,10
39888781,1,-75,10
39888984,1,-75,10
39889140,1,-75,10
39889468,1,-75,10
39889546,1,-75,10
39889750,1,-75,10
39889937,1,-75,10
39890140,1,-75,10
39890343,1,-75,10
39890546,1,-75,10
39890750,1,-75,10
39890937,1,-75,10
39891140,1,-75,10
39891343,1,-75,10
39891546,1,-75,10
39891937,1,-75,10
39892218,1,-75,10
39892421,1,-75,10
39892625,1,-75,10
39892718,1,-75,10
39893031,1,-75,10
39893140,1,-75,10
39893390,1,-75,10
39893578,1,-75,10
39893765,1,-75,10
39893984,1,-75,10
39894218,1,-75,10
39894343,1,-75,10
39894546,1,-75,10
39894750,1,-75,10
39895015,1,-75,10
39895140,1,-75,10
39895468,1,-75,10
39895578,1,-75,10
39895765,1,-75,10
39896031,1,-75,10
39896140,1,-75,10
39896421,1,-75,10
39896546,1,-75,10
39896750,1,-75,10
39897031,1,-75,10
39897140,1,-75,10
39897500,1,-75,10
39897625,1,-75,10
39897750,1,-75,10
39897984,1,-75,11
39898218,1,-74,10
39898343,1,-74,10
39898578,1,-74,9
39898750,1,-74,11
39898937,1,-74,10
39899140,1,-74,10
39899468,1,-74,11
39899578,1,-74,11
39899750,1,-74,11
39899937,1,-74,11
39900187,1,-74,11
39900468,1,-74,11
39900578,1,-74,11
39900765,1,-74,11
39901031,1,-74,11
39901140,1,-74,11
39901468,1,-75,11
39901578,1,-75,11
39901781,1,-75,11
39902031,1,-75,11
39902140,1,-75,10
39902343,1,-74,11
39902578,1,-74,11
39902765,1,-75,11
39903015,1,-75,11
39903140,1,-75,11
39903468,1,-75,11
39903546,1,-75,11
39903906,1,-74,11
39903984,1,-75,9
39904218,1,-75,9
39904343,1,-75,9
39904578,1,-74,11
39904765,1,-75,11
39905015,1,-74,10
39905140,1,-74,10
39905546,1,-74,10
39905750,1,-75,11
39906031,1,-75,10
39906140,1,-75,9
39906343,1,-75,11
39906578,1,-75,10
39906781,1,-75,11
39907031,1,-75,10
39907140,1,-75,10
39907343,1,-75,10
39907578,1,-75,10
39907781,1,-75,10
39908031,1,-75,10
39908140,1,-75,10
39908343,1,-74,10
39908578,1,-74,10
39908765,1,-74,11
39909031,1,-74,10
39909140,1,-75,11
39909468,1,-73,11
39909578,1,-74,12
39909765,1,-73,12
39910031,1,-74,10
39910140,1,-74,10
39910343,1,-74,10
39910546,1,-74,11
39910828,1,-74,11
39910937,1,-74,11
39911140,1,-74,11
39911578,1,-74,11
39911765,1,-74,10
39911984,1,-74,11
39912140,1,-74,10
39912343,1,-74,11
39912578,1,-74,10
39912765,1,-74,11
39912984,1,-74,9
39913218,1,-74,10
39913421,1,-74,11
39913546,1,-74,11
39913750,1,-74,13
39913937,1,-74,11
39914187,1,-74,10
39914343,1,-74,10
39914578,1,-74,10
39914765,1,-74,10
39914984,1,-74,10
39915140,1,-74,11
39915468,1,-74,10
39915546,1,-74,10
39915859,1,-74,10
39915984,1,-74,11
39916218,1,-74,10
39916343,1,-74,10
39916578,1,-73,11
39916765,1,-74,10
39917031,1,-74,10
39917140,1,-75,11
39917468,1,-75,11
39917578,1,-75,11
39917750,1,-74,10
39918031,1,-75,10
39918140,1,-75,11
39918421,1,-75,11
39918546,1,-75,11
39918750,1,-75,11
39918984,1,-75,10
39919218,1,-75,10
39919468,1,-75,11
39919625,1,-74,11
39919750,1,-74,11
39919937,1,-74,10
39920140,1,-75,11
39920390,1,-75,10
39920625,1,-74,11
39920750,1,-74,11
39920984,1,-74,11
39921218,1,-74,11
39921468,1,-74,11
39921578,1,-75,11
39921781,1,-74,11
39922031,1,-75,10
39922140,1,-75,9
39922343,1,-75,11
39922578,1,-74,10
39922765,1,-75,9
39923031,1,-75,11
39923140,1,-74,11
39923468,1,-74,11
39923578,1,-74,11
39923765,1,-74,11
39924031,1,-75,11
39924218,1,-74,10
39924343,1,-74,10
39924578,1,-73,10
39924765,1,-74,11
39925031,1,-74,11
39925140,1,-74,10
39925468,1,-74,11
39925578,1,-74,10
39925781,1,-74,10
39926031,1,-74,10
39926140,1,-74,10
39926343,1,-74,10
39926578,1,-74,11
39926750,1,-74,11
39926984,1,-74,11
39927140,1,-74,10
39927468,1,-74,10
39927578,1,-75,10
39927781,1,-74,9
39928031,1,-74,11
39928218,1,-74,11
39928343,1,-74,12
39928578,1,-74,12
39928765,1,-74,11
39929140,1,-74,11
39929421,1,-74,11
39929578,1,-74,11
39929781,1,-74,11
39929937,1,-75,11
39930218,1,-75,11
39930468,1,-74,11
39930578,1,-75,11
39930750,1,-75,11
39930984,1,-75,11
39931218,1,-74,11
39931468,1,-75,10
39931593,1,-74,11
39931750,1,-74,11
39931937,1,-74,11
39932218,1,-74,11
39932421,1,-75,11
39932546,1,-75,11
39932765,1,-75,12
39932937,1,-75,11
39933218,1,-74,11
39933468,1,-75,11
39933578,1,-75,11
39933781,1,-75,11
39934031,1,-75,11
39934140,1,-75,11
39934343,1,-75,11
39934578,1,-75,11
39934750,1,-75,11
39935062,1,-74,11
39935187,1,-74,11
39935421,1,-75,11
39935546,1,-74,12
39935781,1,-74,11
39936015,1,-74,11
39936140,1,-74,11
39936343,1,-75,10
39936609,1,-76,10
39936781,1,-75,11
39937031,1,-75,11
39937140,1,-76,10
39937343,1,-74,10
39937578,1,-74,10
39937906,1,-74,12
39938031,1,-74,10
39938140,1,-74,10
39938343,1,-74,11
39938578,1,-74,11
39938750,1,-75,11
39938937,1,-74,10
39939218,1,-74,11
39939468,1,-74,10
39939578,1,-74,10
39939750,1,-74,11
39939984,1,-75,10
39940218,1,-76,9
39940468,1,-75,10
39940578,1,-74,11
39940750,1,-75,10
39940984,1,-76,9
39941187,1,-76,9
39941468,1,-75,10
39941578,1,-75,11
39941859,1,-75,11
39941984,1,-75,11
39942218,1,-75,10
39942343,1,-76,12
39942578,1,-76,10
39942765,1,-74,10
39943031,1,-76,10
39943140,1,-77,12
39943468,1,-75,10
39943578,1,-74,11
39943781,1,-75,11
39944031,1,-75,11
39944140,1,-75,10
39944343,1,-75,11
39944578,1,-75,10
39944781,1,-76,9
39945031,1,-76,10
39945140,1,-76,10
39945468,1,-77,9
39945546,1,-78,9
39945781,1,-79,10
39946031,1,-79,10
39946140,1,-77,10
39946468,1,-77,10
39946578,1,-76,10
39946765,1,-76,11
39947031,1,-76,10
39947140,1,-75,11
39947468,1,-75,11
39947578,1,-76,10
39947750,1,-77,9
39947984,1,-76,8
39948218,1,-75,9
39948343,1,-75,9
39948578,1,-75,9
39948765,1,-75,9
39949031,1,-76,9
39949140,1,-75,10
39949468,1,-75,9
39949578,1,-76,9
39949781,1,-76,8
39950031,1,-76,8
39950140,1,-76,8
39950390,1,-76,8
39950625,1,-76,8
39950781,1,-77,8
39950984,1,-76,8
39951218,1,-76,8
39951468,1,-77,8
39951578,1,-77,8
39951781,1,-77,8
39952031,1,-77,8
39952218,1,-77,8
39952343,1,-77,8
39952578,1,-77,8
39952750,1,-76,8
39952937,1,-76,9
39953140,1,-76,9
39953390,1,-76,9
39953546,1,-77,9
39953828,1,-76,10
39953937,1,-76,9
39954187,1,-76,9
39954421,1,-76,9
39954546,1,-76,9
39954781,1,-76,9
39955031,1,-76,10
39955140,1,-76,9
39955468,1,-76,10
39955578,1,-75,10
39955765,1,-75,10
39955984,1,-75,10
39956187,1,-75,10
39956343,1,-75,10
39956578,1,-75,10
39956765,1,-75,10
39956984,1,-75,10
39957218,1,-75,10
39957468,1,-75,10
39957578,1,-76,10
39957750,1,-76,10
39957937,1,-76,10
39958218,1,-76,10
39958343,1,-75,10
39958578,1,-75,10
39958765,1,-75,10
39959031,1,-75,10
39959218,1,-76,10
39959468,1,-76,10
39959578,1,-76,10
39959750,1,-76,10
39959937,1,-76,10
39960140,1,-76,10
39960390,1,-76,9
39960625,1,-76,10
39960828,1,-76,10
39960984,1,-76,10
39961218,1,-76,9
39961468,1,-77,9
39961578,1,-78,9
39961750,1,-77,10
39961968,1,-77,11
39962218,1,-77,10
39962343,1,-77,10
39962578,1,-76,10
39962765,1,-77,11
39962984,1,-78,10
39963218,1,-79,10
39963468,1,-79,10
39963578,1,-80,9
39963781,1,-79,10
39964031,1,-79,10
39964140,1,-78,10
39964343,1,-79,9
39964578,1,-78,10
39964765,1,-78,9
39965031,1,-76,11
39965140,1,-77,11
39965468,1,-78,10
39965578,1,-76,10
39965781,1,-77,10
39966031,1,-77,9
39966187,1,-77,9
39966343,1,-76,9
39966578,1,-76,9
39966750,1,-76,9
39966984,1,-76,10
39967140,1,-75,11
39967468,1,-76,11
39967625,1,-75,10
39967750,1,-75,11
39967984,1,-75,9
39968187,1,-74,12
39968421,1,-75,10
39968578,1,-74,10
39968781,1,-74,11
39968984,1,-74,12
39969218,1,-74,11
39969468,1,-75,11
39969578,1,-75,11
39969781,1,-76,10
39970031,1,-78,8
39970140,1,-75,10
39970468,1,-75,9
39970578,1,-76,9
39970765,1,-74,10
39971031,1,-74,10
39971140,1,-74,11
39971421,1,-74,11
39971546,1,-75,11
39971750,1,-75,10
39971984,1,-75,11
39972140,1,-75,10
39972343,1,-75,9
39972578,1,-75,9
39972750,1,-75,8
39973062,1,-76,10
39973187,1,-76,10
39973343,1,-75,10
39973578,1,-75,10
39973781,1,-75,9
39973953,1,-75,10
39974187,1,-74,9
39974343,1,-75,10
39974578,1,-75,9
39974765,1,-74,9
39974984,1,-74,9
39975140,1,-75,10
39975421,1,-76,10
39975546,1,-75,10
39975781,1,-75,10
39976031,1,-75,9
39976140,1,-75,9
39976343,1,-75,9
39976578,1,-75,10
39976765,1,-75,9
39976984,1,-75,10
39977218,1,-75,10
39977343,1,-75,10
39977578,1,-75,9
39977781,1,-74,10
39978015,1,-75,9
39978218,1,-75,10
39978343,1,-75,9
39978578,1,-75,10
39978750,1,-75,10
39978984,1,-74,10
39979218,1,-75,10
39979468,1,-75,9
39979578,1,-75,10
39979781,1,-75,10
39980031,1,-74,10
39980140,1,-74,9
39980468,1,-73,8
39980578,1,-74,9
39980765,1,-74,9
39980937,1,-74,10
39981140,1,-74,8
39981421,1,-73,9
39981546,1,-72,8
39981781,1,-74,9
39982015,1,-75,8
39982140,1,-74,9
39982343,1,-73,9
39982625,1,-75,9
39982765,1,-74,9
39982984,1,-74,9
39983218,1,-74,8
39983468,1,-74,8
39983578,1,-76,7
39983781,1,-74,9
39983984,1,-75,9
39984218,1,-73,8
39984468,1,-76,8
39984578,1,-74,12
39984765,1,-75,10
39985031,1,-75,10
39985140,1,-75,10
39985468,1,-74,11
39985578,1,-75,10
39985765,1,-76,10
39986031,1,-73,11
39986140,1,-76,11
39986343,1,-74,11
39986578,1,-74,14
39986765,1,-75,12
39987140,1,-78,10
39987468,1,-77,7
39987578,1,-77,10
39987781,1,-76,10
39987984,1,-76,10
39988218,1,-77,11
39988343,1,-76,12
39988578,1,-77,10
39988765,1,-76,10
39989140,1,-77,10
39989468,1,-77,8
39989578,1,-77,8
39989750,1,-77,11
39989984,1,-76,11
39990218,1,-77,9
39990468,1,-78,11
39990578,1,-78,10
39990765,1,-78,10
39991031,1,-78,10
39991140,1,-78,10
39991343,1,-78,10
39991578,1,-78,10
39991750,1,-78,10
39992031,1,-77,10
39992218,1,-78,10
39992421,1,-78,10
39992546,1,-77,10
39992765,1,-78,10
39993031,1,-77,10
39993140,1,-77,10
39993468,1,-77,11
39993578,1,-76,12
39993781,1,-77,11
39994031,1,-76,11
39994140,1,-76,11
39994343,1,-77,10
39994578,1,-76,10
39994765,1,-76,11
39994984,1,-76,11
39995218,1,-76,11
39995421,1,-76,11
39995625,1,-76,12
39995781,1,-76,11
39996031,1,-76,11
39996140,1,-76,11
39996343,1,-76,11
39996578,1,-75,11
39996765,1,-73,11
39996984,1,-74,11
39997218,1,-74,11
39997343,1,-74,11
39997578,1,-75,9
39997781,1,-75,12
39997984,1,-75,10
39998218,1,-76,11
39998578,1,-76,11
39998765,1,-76,10
39999031,1,-76,11
39999218,1,-76,11
39999468,1,-76,10
39999578,1,-76,10
39999781,1,-76,11
40000031,1,-76,10
40000140,1,-77,10
40000421,1,-76,10
40000578,1,-77,10
40000765,1,-77,10
40001031,1,-76,10
40001140,1,-76,10
40001468,1,-76,10
40001578,1,-76,10
40001781,1,-76,10
40002062,1,-76,10
40002140,1,-76,10
40002468,1,-76,10
40002578,1,-76,10
40002765,1,-76,10
40002984,1,-76,11
40003218,1,-76,10
40003468,1,-76,10
40003578,1,-76,10
40003781,1,-76,11
40003984,1,-76,10
40004218,1,-76,10
40004421,1,-75,11
40004546,1,-75,11
40004765,1,-75,11
40004984,1,-76,11
40005218,1,-76,11
40005421,1,-76,10
40005546,1,-76,10
40005781,1,-76,10
40006031,1,-75,10
40006140,1,-75,10
40006343,1,-75,10
40006578,1,-75,10
40006765,1,-75,10
40007031,1,-75,10
40007140,1,-75,10
40007468,1,-75,10
40007578,1,-75,10
40007781,1,-75,9
40008031,1,-75,10
40008140,1,-75,10
40008343,1,-75,10
40008578,1,-75,10
40008765,1,-75,10
40009031,1,-75,10
40009140,1,-75,10
40009468,1,-75,10
40009578,1,-75,10
40009781,1,-75,10
40010031,1,-75,10
40010140,1,-75,11
40010468,1,-75,11
40010578,1,-75,12
40010765,1,-75,10
40010937,1,-75,11
40011140,1,-75,11
40011468,1,-75,11
40011578,1,-75,10
40011781,1,-75,11
40012031,1,-75,11
40012140,1,-75,10
40012343,1,-75,10
40012546,1,-75,11
40012765,1,-75,11
40013031,1,-75,11
40013140,1,-75,11
40013468,1,-75,11
40013578,1,-75,11
40013796,1,-75,10
40014031,1,-75,11
40014140,1,-75,11
40014421,1,-76,11
40014546,1,-75,11
40014765,1,-75,10
40015031,1,-75,10
40015140,1,-75,10
40015468,1,-75,10
40015578,1,-75,10
40015781,1,-75,10
40015984,1,-75,9
40016187,1,-75,10
40016343,1,-76,10
40016546,1,-76,10
40016906,1,-76,11
40017031,1,-76,10
40017218,1,-75,10
40017421,1,-74,10
40017546,1,-74,11
40017781,1,-74,11
40018031,1,-74,11
40018140,1,-73,12
40018343,1,-73,12
40018578,1,-73,12
40018765,1,-73,12
40018984,1,-73,12
40019218,1,-73,12
40019421,1,-73,12
40019546,1,-72,13
40019781,1,-72,13
40020031,1,-73,12
40020218,1,-73,12
40020468,1,-73,11
40020578,1,-73,12
40020765,1,-73,12
40020984,1,-72,13
40021187,1,-72,12
40021343,1,-72,12
40021578,1,-73,12
40021781,1,-73,12
40022031,1,-73,12
40022140,1,-74,12
40022343,1,-75,13
40022578,1,-76,12
40022765,1,-75,11
40023062,1,-76,12
40023187,1,-74,12
40023468,1,-74,11
40023578,1,-74,11
40023906,1,-74,10
40024015,1,-79,7
40024218,1,-75,13
40024343,1,-76,12
40024578,1,-77,11
40024765,1,-78,10
40024984,1,-79,9
40025218,1,-75,11
40025421,1,-78,8
40025546,1,-76,10
40025781,1,-75,11
40025984,1,-74,10
40026187,1,-73,10
40026437,1,-72,9
40026625,1,-72,11
40026765,1,-72,11
40027031,1,-72,11
40027140,1,-72,10
40027343,1,-73,10
40027578,1,-72,10
40027781,1,-72,10
40028031,1,-72,10
40028140,1,-72,10
40028343,1,-72,11
40028578,1,-72,10
40028765,1,-72,10
40029031,1,-72,10
40029140,1,-72,10
40029468,1,-72,11
40029578,1,-72,11
40029781,1,-72,10
40030031,1,-72,11
40030218,1,-72,11
40030421,1,-71,11
40030578,1,-72,10
40030906,1,-72,11
40030984,1,-72,11
40031218,1,-72,11
40031421,1,-72,10
40031546,1,-72,10
40031781,1,-71,11
40032031,1,-72,12
40032218,1,-71,12
40032343,1,-72,10
40032578,1,-72,12
40032765,1,-72,11
40033031,1,-71,11
40033140,1,-72,11
40033468,1,-71,12
40033578,1,-72,12
40033765,1,-72,10
40034031,1,-72,12
40034140,1,-71,12
40034343,1,-71,12
40034593,1,-71,11
40034765,1,-71,11
40034984,1,-71,12
40035218,1,-71,11
40035468,1,-71,11
40035578,1,-72,12
40035781,1,-71,11
40036031,1,-72,11
40036140,1,-72,11
40036343,1,-72,10
40036578,1,-72,10
40036765,1,-72,10
40036984,1,-72,10
40037140,1,-72,11
40037390,1,-73,11
40037546,1,-72,11
40037781,1,-71,10
40037937,1,-72,11
40038140,1,-71,12
40038343,1,-72,11
40038546,1,-72,11
40038781,1,-72,10
40038984,1,-72,12
40039140,1,-72,11
40039421,1,-72,11
40039546,1,-72,11
40039781,1,-72,11
40040031,1,-72,11
40040218,1,-72,10
40040390,1,-72,11
40040546,1,-72,10
40040781,1,-72,11
40040937,1,-72,10
40041140,1,-71,11
40041421,1,-72,11
40041546,1,-72,11
40041750,1,-72,11
40041984,1,-72,11
40042218,1,-72,10
40042390,1,-72,12
40042578,1,-72,11
40042781,1,-72,11
40042984,1,-72,12
40043156,1,-72,11
40043468,1,-72,11
40043578,1,-72,11
40043781,1,-72,10
40044031,1,-72,11
40044187,1,-72,11
40044390,1,-72,10
40044625,1,-72,11
40044750,1,-72,11
40045031,1,-72,10
40045218,1,-72,10
40045421,1,-72,10
40045546,1,-72,11
40045781,1,-72,11
40046031,1,-72,10
40046218,1,-72,10
40046500,1,-72,10
40046625,1,-72,10
40046765,1,-72,11
40046984,1,-72,10
40047218,1,-72,10
40047421,1,-72,11
40047546,1,-72,10
40047750,1,-72,10
40048031,1,-72,10
40048140,1,-72,11
40048343,1,-72,10
40048625,1,-72,11
40048765,1,-72,10
40049031,1,-72,11
40049140,1,-72,10
40049421,1,-72,10
40049625,1,-72,10
40049781,1,-72,10
40050031,1,-72,10
40050140,1,-72,10
40050421,1,-72,10
40050625,1,-72,11
40050765,1,-72,10
40050984,1,-72,9
40051140,1,-72,10
40051421,1,-72,10
40051546,1,-72,10
40051781,1,-72,10
40052031,1,-72,11
40052140,1,-72,10
40052343,1,-72,10
40052578,1,-72,10
40052765,1,-72,10
40053031,1,-72,9
40053140,1,-72,10
40053421,1,-72,10
40053625,1,-72,9
40053781,1,-72,9
40054031,1,-72,9
40054140,1,-72,9
40054343,1,-72,9
40054578,1,-72,10
40054781,1,-72,11
40055031,1,-72,10
40055140,1,-72,10
40055421,1,-72,11
40055578,1,-72,11
40055781,1,-72,11
40056031,1,-72,10
40056218,1,-72,11
40056468,1,-72,10
40056578,1,-72,10
40056765,1,-72,10
40056984,1,-72,11
40057140,1,-72,10
40057468,1,-72,11
40057578,1,-72,10
40057781,1,-72,11
40057984,1,-72,10
40058187,1,-72,11
40058390,1,-72,11
40058546,1,-72,11
40058750,1,-72,11
40058984,1,-72,10
40059218,1,-72,10
40059468,1,-71,10
40059625,1,-72,10
40059781,1,-73,10
40059984,1,-72,10
40060140,1,-72,9
40060578,1,-72,9
40060765,1,-73,10
40061031,1,-72,10
40061140,1,-72,10
40061546,1,-72,10
40061781,1,-72,10
40062031,1,-72,10
40062140,1,-72,10
40062468,1,-72,10
40062578,1,-72,10
40062750,1,-72,10
40062984,1,-73,10
40063218,1,-73,10
40063468,1,-72,10
40063578,1,-72,10
40063781,1,-72,10
40064031,1,-72,10
40064140,1,-72,10
40064421,1,-72,10
40064546,1,-72,10
40064765,1,-72,10
40065031,1,-72,10
40065140,1,-72,10
40065390,1,-73,10
40065625,1,-72,10
40065781,1,-72,10
40066031,1,-72,10
40066140,1,-72,11
40066421,1,-73,10
40066546,1,-72,10
40066765,1,-72,10
40067031,1,-72,10
40067140,1,-72,10
40067421,1,-72,9
40067546,1,-72,9
40067750,1,-72,9
40067984,1,-72,11
40068187,1,-72,10
40068390,1,-73,10
40068625,1,-73,10
40068750,1,-73,9
40068937,1,-73,10
40069187,1,-73,9
40069468,1,-72,10
40069578,1,-73,10
40069781,1,-73,10
40070031,1,-73,10
40070140,1,-73,10
40070343,1,-73,10
40070578,1,-73,10
40070750,1,-73,10
40070984,1,-72,10
40071187,1,-72,10
40071468,1,-73,11
40071578,1,-73,10
40071781,1,-73,10
40072031,1,-73,10
40072140,1,-72,11
40072421,1,-73,10
40072578,1,-73,10
40072765,1,-72,10
40073031,1,-72,10
40073140,1,-72,10
40073468,1,-72,10
40073593,1,-72,10
40073781,1,-72,10
40074031,1,-72,10
40074218,1,-72,10
40074421,1,-72,10
40074546,1,-72,10
40074781,1,-72,10
40075031,1,-72,11
40075140,1,-72,11
40075468,1,-72,11
40075578,1,-72,11
40075781,1,-72,10
40076031,1,-72,10
40076140,1,-72,10
40076343,1,-72,10
40076578,1,-72,10
40076765,1,-72,11
40077140,1,-72,11
40077343,1,-72,11
40077578,1,-73,11
40077781,1,-72,10
40077984,1,-72,10
40078218,1,-72,11
40078343,1,-73,11
40078578,1,-73,9
40078906,1,-73,9
40079031,1,-73,11
40079218,1,-73,11
40079421,1,-73,10
40079625,1,-73,10
40079859,1,-73,10
40080031,1,-73,10
40080140,1,-73,12
40080421,1,-73,11
40080546,1,-73,11
40080765,1,-73,11
40080984,1,-73,10
40081218,1,-74,10
40081343,1,-73,10
40081578,1,-73,12
40081781,1,-73,10
40082031,1,-73,11
40082140,1,-73,10
40082421,1,-73,11
40082546,1,-72,11
40082765,1,-72,11
40082984,1,-72,11
40083140,1,-72,11
40083421,1,-72,10
40083578,1,-72,10
40083781,1,-72,10
40083984,1,-72,11
40084218,1,-72,11
40084546,1,-72,10
40084765,1,-72,10
40085140,1,-72,11
40085468,1,-73,10
40085578,1,-73,9
40085781,1,-73,10
40086031,1,-73,10
40086156,1,-72,10
40086421,1,-72,9
40086546,1,-72,10
40086765,1,-72,9
40087140,1,-72,10
40087421,1,-72,10
40087578,1,-72,10
40087781,1,-72,10
40087984,1,-72,10
40088218,1,-72,10
40088343,1,-72,10
40088546,1,-72,10
40088750,1,-72,10
40088984,1,-72,10
40089218,1,-72,10
40089421,1,-72,11
40089546,1,-72,10
40089781,1,-72,9
40090031,1,-71,11
