time,ueid,TDDLTE_L1_measurement_Serving_Cell_Measurement_RSRP,TDDLTE_L1_measurement_Serving_Cell_Measurement_SINR
40090140,1,-72,10
40090468,1,-72,11
40090578,1,-73,10
40090765,1,-72,10
40091140,1,-73,10
40091468,1,-73,10
40091578,1,-73,12
40091781,1,-73,10
40092031,1,-73,11
40092140,1,-72,11
40092343,1,-72,10
40092578,1,-73,10
40092765,1,-73,10
40092984,1,-72,11
40093140,1,-72,11
40093421,1,-72,10
40093546,1,-71,11
40093781,1,-72,11
40094031,1,-72,11
40094140,1,-72,10
40094468,1,-72,10
40094578,1,-72,11
40094765,1,-72,12
40095031,1,-72,12
40095140,1,-72,13
40095421,1,-72,11
40095546,1,-72,11
40095781,1,-73,11
40096031,1,-74,11
40096140,1,-74,11
40096343,1,-72,12
40096578,1,-73,11
40096765,1,-75,10
40097140,1,-74,12
40097468,1,-73,11
40097578,1,-73,13
40097781,1,-73,11
40098031,1,-72,11
40098140,1,-74,12
40098343,1,-73,11
40098578,1,-72,11
40098765,1,-72,11
40098984,1,-72,11
40099218,1,-72,13
40099468,1,-73,11
40099625,1,-73,11
40099781,1,-73,11
40100031,1,-72,12
40100140,1,-73,12
40100328,1,-73,12
40100546,1,-73,12
40100765,1,-73,12
40101031,1,-72,12
40101140,1,-72,13
40101468,1,-72,11
40101578,1,-72,11
40101781,1,-71,11
40102031,1,-71,10
40102140,1,-71,11
40102421,1,-72,11
40102625,1,-71,11
40102781,1,-72,9
40102984,1,-73,10
40103140,1,-73,9
40103390,1,-73,10
40103546,1,-73,10
40103781,1,-73,9
40104031,1,-72,9
40104140,1,-73,9
40104421,1,-73,9
40104578,1,-74,9
40104765,1,-74,8
40105140,1,-73,10
40105421,1,-73,10
40105546,1,-73,10
40105781,1,-73,10
40106031,1,-73,10
40106140,1,-73,10
40106343,1,-72,10
40106578,1,-73,10
40106765,1,-73,11
40107031,1,-73,12
40107140,1,-73,11
40107421,1,-73,11
40107546,1,-73,10
40107765,1,-73,10
40108031,1,-73,10
40108156,1,-74,10
40108421,1,-74,10
40108546,1,-73,11
40108765,1,-74,9
40109031,1,-73,10
40109140,1,-74,11
40109421,1,-73,10
40109578,1,-72,10
40109781,1,-72,10
40110031,1,-72,10
40110187,1,-72,10
40110343,1,-71,10
40110546,1,-72,10
40110750,1,-72,10
40110937,1,-72,10
40111187,1,-73,10
40111468,1,-74,10
40111578,1,-74,10
40111781,1,-73,10
40112031,1,-73,10
40112140,1,-73,10
40112343,1,-72,11
40112578,1,-73,10
40112765,1,-72,8
40113031,1,-72,9
40113140,1,-73,10
40113468,1,-72,10
40113578,1,-72,10
40113750,1,-73,10
40113984,1,-73,10
40114218,1,-73,10
40114546,1,-72,11
40114765,1,-74,10
40114984,1,-74,9
40115187,1,-75,11
40115390,1,-74,11
40115546,1,-75,10
40115750,1,-74,10
40115937,1,-74,9
40116140,1,-73,10
40116343,1,-74,9
40116546,1,-74,10
40116765,1,-74,11
40116937,1,-74,10
40117140,1,-74,11
40117390,1,-74,10
40117546,1,-73,10
40117750,1,-74,10
40117937,1,-75,11
40118140,1,-74,11
40118390,1,-75,9
40118578,1,-75,11
40118750,1,-75,9
40118937,1,-72,11
40119218,1,-74,11
40119343,1,-75,10
40119546,1,-76,9
40119750,1,-75,10
40119937,1,-75,9
40120187,1,-75,11
40120390,1,-77,11
40120578,1,-75,11
40120750,1,-76,10
40120937,1,-75,10
40121187,1,-75,11
40121390,1,-75,10
40121578,1,-75,10
40121750,1,-73,12
40121937,1,-73,11
40122218,1,-74,11
40122390,1,-73,10
40122546,1,-74,11
40122781,1,-74,11
40122937,1,-74,11
40123187,1,-74,11
40123468,1,-74,11
40123578,1,-74,11
40123781,1,-74,11
40124031,1,-75,11
40124140,1,-76,10
40124406,1,-75,10
40124625,1,-76,9
40124765,1,-75,10
40125031,1,-75,10
40125140,1,-76,10
40125421,1,-75,9
40125546,1,-74,9
40125750,1,-74,10
40126031,1,-74,9
40126187,1,-74,12
40126390,1,-74,12
40126546,1,-74,11
40126750,1,-74,10
40126984,1,-74,11
40127140,1,-74,10
40127343,1,-74,10
40127578,1,-73,10
40127781,1,-74,11
40127984,1,-75,11
40128187,1,-75,11
40128343,1,-74,11
40128578,1,-73,12
40128750,1,-73,12
40129140,1,-76,12
40129390,1,-75,12
40129546,1,-73,11
40129750,1,-75,10
40129937,1,-74,12
40130140,1,-75,12
40130343,1,-76,10
40130546,1,-76,10
40130750,1,-76,10
40130984,1,-75,10
40131218,1,-76,9
40131421,1,-76,11
40131546,1,-75,10
40131765,1,-76,10
40131984,1,-76,9
40132218,1,-76,9
40132468,1,-76,10
40132578,1,-75,11
40132750,1,-75,11
40132984,1,-74,11
40133140,1,-74,11
40133468,1,-74,11
40133578,1,-75,11
40133906,1,-75,11
40134031,1,-75,11
40134140,1,-75,11
40134343,1,-75,11
40134578,1,-75,11
40134859,1,-75,11
40134953,1,-75,11
40135218,1,-75,12
40135546,1,-75,11
40135781,1,-74,11
40136031,1,-75,11
40136140,1,-74,11
40136343,1,-74,11
40136546,1,-74,12
40136765,1,-75,10
40137031,1,-75,10
40137218,1,-75,11
40137421,1,-75,10
40137546,1,-75,10
40137781,1,-74,11
40138031,1,-74,10
40138140,1,-75,10
40138343,1,-75,11
40138593,1,-75,9
40138765,1,-75,11
40139031,1,-75,11
40139140,1,-75,11
40139468,1,-75,10
40139593,1,-75,11
40139859,1,-75,11
40139984,1,-75,11
40140140,1,-75,10
40140390,1,-76,9
40140578,1,-76,9
40140750,1,-75,10
40140953,1,-75,9
40141218,1,-76,9
40141468,1,-76,9
40141578,1,-76,10
40141781,1,-76,9
40142031,1,-76,10
40142140,1,-75,10
40142421,1,-75,9
40142546,1,-76,10
40142765,1,-76,9
40143031,1,-75,10
40143140,1,-75,10
40143421,1,-74,11
40143578,1,-74,11
40143781,1,-76,10
40144031,1,-76,10
40144140,1,-75,11
40144343,1,-76,11
40144593,1,-75,10
40144765,1,-77,10
40145031,1,-75,11
40145140,1,-76,11
40145421,1,-76,11
40145625,1,-76,10
40145750,1,-76,10
40146031,1,-76,10
40146140,1,-75,11
40146468,1,-75,10
40146546,1,-76,10
40146765,1,-75,11
40147031,1,-76,10
40147140,1,-79,8
40147421,1,-79,7
40147625,1,-79,8
40147765,1,-80,7
40148031,1,-80,7
40148140,1,-79,8
40148343,1,-79,8
40148578,1,-79,8
40148765,1,-80,8
40149031,1,-79,8
40149140,1,-79,10
40149468,1,-78,10
40149578,1,-78,10
40149750,1,-78,8
40150031,1,-78,9
40150140,1,-78,10
40150328,1,-78,10
40150625,1,-79,9
40150781,1,-79,10
40151031,1,-79,8
40151140,1,-79,8
40151390,1,-79,9
40151546,1,-80,8
40151750,1,-79,8
40152000,1,-79,8
40152218,1,-79,10
40152468,1,-78,10
40152546,1,-78,9
40152859,1,-78,9
40153062,1,-78,9
40153218,1,-78,10
40153468,1,-78,10
40153625,1,-78,8
40153781,1,-78,8
40154031,1,-79,8
40154140,1,-79,9
40154343,1,-79,9
40154546,1,-79,9
40154859,1,-79,9
40154984,1,-79,9
40155140,1,-78,9
40155468,1,-78,9
40155578,1,-78,9
40155750,1,-78,9
40155953,1,-78,10
40156218,1,-78,9
40156343,1,-78,9
40156578,1,-78,10
40156765,1,-78,8
40157031,1,-78,8
40157140,1,-78,9
40157468,1,-78,8
40157578,1,-78,8
40157781,1,-78,8
40158031,1,-78,8
40158140,1,-78,8
40158343,1,-78,9
40158578,1,-78,8
40158765,1,-78,9
40159031,1,-78,9
40159140,1,-78,10
40159468,1,-78,8
40159546,1,-78,8
40159781,1,-78,8
40160031,1,-78,9
40160140,1,-78,9
40160343,1,-78,8
40160578,1,-79,8
40160750,1,-78,9
40160984,1,-79,8
40161140,1,-79,8
40161468,1,-79,8
40161546,1,-79,8
40161750,1,-79,8
40162109,1,-78,9
40162218,1,-78,9
40162343,1,-78,8
40162578,1,-78,9
40162765,1,-78,8
40163031,1,-78,8
40163140,1,-78,9
40163421,1,-78,10
40163625,1,-78,10
40163750,1,-78,9
40163984,1,-80,8
40164218,1,-77,11
40164421,1,-77,11
40164578,1,-79,8
40164781,1,-76,10
40165031,1,-77,9
40165140,1,-75,10
40165468,1,-74,12
40165546,1,-75,10
40165750,1,-75,9
40165984,1,-75,10
40166140,1,-75,10
40166328,1,-75,9
40166546,1,-74,10
40166859,1,-75,10
40166984,1,-75,9
40167140,1,-74,10
40167468,1,-75,9
40167578,1,-74,10
40167781,1,-74,10
40168031,1,-74,11
40168140,1,-74,11
40168343,1,-74,12
40168546,1,-74,11
40168765,1,-74,11
40169031,1,-74,11
40169140,1,-74,11
40169468,1,-74,11
40169578,1,-74,11
40169781,1,-74,11
40170031,1,-74,11
40170140,1,-74,11
40170343,1,-74,11
40170578,1,-74,11
40170765,1,-74,10
40171031,1,-74,11
40171140,1,-74,11
40171468,1,-74,10
40171546,1,-74,11
40171765,1,-74,11
40172031,1,-74,11
40172140,1,-74,11
40172421,1,-74,11
40172546,1,-74,11
40172750,1,-74,11
40172984,1,-74,11
40173218,1,-74,11
40173421,1,-75,10
40173578,1,-75,11
40173750,1,-75,10
40173937,1,-75,10
40174187,1,-75,10
40174421,1,-75,10
40174546,1,-75,10
40174781,1,-74,11
40174953,1,-74,10
40175140,1,-74,12
40175343,1,-74,12
40175578,1,-74,11
40175781,1,-74,12
40176031,1,-74,11
40176140,1,-75,11
40176343,1,-74,11
40176546,1,-74,11
40176750,1,-74,11
40176937,1,-74,11
40177140,1,-74,12
40177343,1,-74,11
40177546,1,-74,11
40177750,1,-74,11
40177937,1,-74,11
40178140,1,-74,11
40178343,1,-74,10
40178578,1,-74,10
40178796,1,-74,11
40178953,1,-74,10
40179140,1,-74,11
40179468,1,-74,11
40179546,1,-74,11
40179750,1,-74,11
40179984,1,-74,11
40180140,1,-74,12
40180421,1,-74,12
40180546,1,-74,12
40180765,1,-74,12
40181031,1,-74,11
40181140,1,-74,11
40181421,1,-74,11
40181546,1,-74,11
40181750,1,-75,10
40181984,1,-74,11
40182218,1,-74,11
40182343,1,-74,11
40182578,1,-74,12
40182781,1,-74,12
40182984,1,-74,12
40183218,1,-74,12
40183468,1,-74,12
40183578,1,-74,12
40183781,1,-74,12
40184031,1,-74,12
40184140,1,-74,12
40184421,1,-74,11
40184578,1,-75,10
40184750,1,-74,11
40184984,1,-75,10
40185187,1,-75,10
40185359,1,-74,11
40185546,1,-74,11
40185750,1,-74,10
40185937,1,-74,11
40186187,1,-74,10
40186343,1,-74,10
40186578,1,-74,11
40186750,1,-74,10
40186984,1,-74,11
40187218,1,-73,11
40187390,1,-73,12
40187625,1,-73,12
40187765,1,-73,12
40187984,1,-73,11
40188218,1,-73,11
40188421,1,-74,11
40188546,1,-74,11
40188750,1,-74,11
40188937,1,-74,10
40189187,1,-74,10
40189421,1,-74,11
40189546,1,-74,11
40189781,1,-74,11
40190031,1,-74,10
40190187,1,-74,10
40190421,1,-74,11
40190625,1,-74,10
40190765,1,-74,11
40191031,1,-73,11
40191140,1,-73,11
40191468,1,-73,11
40191578,1,-73,11
40191765,1,-74,11
40191953,1,-74,11
40192187,1,-74,11
40192421,1,-74,11
40192546,1,-74,10
40192765,1,-74,10
40193031,1,-74,11
40193140,1,-74,10
40193421,1,-74,10
40193546,1,-74,10
40193781,1,-74,10
40193937,1,-74,10
40194140,1,-74,10
40194421,1,-74,11
40194578,1,-74,10
40194765,1,-74,10
40195062,1,-74,10
40195218,1,-74,10
40195343,1,-74,10
40195578,1,-74,10
40195781,1,-73,12
40196031,1,-74,10
40196187,1,-74,10
40196328,1,-74,11
40196546,1,-74,10
40196750,1,-74,10
40196984,1,-74,10
40197140,1,-74,11
40197421,1,-74,10
40197546,1,-74,10
40197750,1,-74,10
40197937,1,-74,10
40198218,1,-74,10
40198328,1,-74,10
40198546,1,-74,10
40198765,1,-74,10
40199031,1,-74,10
40199140,1,-74,10
40199468,1,-74,11
40199578,1,-74,11
40199859,1,-74,12
40200031,1,-74,11
40200140,1,-74,10
40200343,1,-74,10
40200578,1,-74,11
40200750,1,-74,11
40200984,1,-74,10
40201218,1,-74,11
40201578,1,-74,11
40201765,1,-74,10
40202031,1,-74,10
40202140,1,-74,10
40202343,1,-74,10
40202578,1,-74,10
40202781,1,-73,10
40203031,1,-74,10
40203140,1,-73,10
40203468,1,-74,10
40203546,1,-74,10
40203781,1,-74,10
40203984,1,-73,10
40204218,1,-74,10
40204343,1,-74,10
40204578,1,-74,10
40204765,1,-74,10
40204984,1,-74,10
40205140,1,-74,10
40205421,1,-74,10
40205546,1,-74,10
40205750,1,-74,10
40205984,1,-74,10
40206218,1,-74,10
40206421,1,-74,10
40206546,1,-74,10
40206765,1,-74,10
40206984,1,-74,10
40207140,1,-74,10
40207421,1,-74,10
40207546,1,-74,10
40207750,1,-74,10
40208031,1,-74,10
40208140,1,-74,9
40208421,1,-74,10
40208578,1,-74,10
40208750,1,-74,9
40208984,1,-74,10
40209218,1,-74,10
40209421,1,-74,9
40209546,1,-74,10
40209781,1,-74,10
40210031,1,-74,10
40210218,1,-74,10
40210343,1,-74,10
40210546,1,-74,11
40210750,1,-73,10
40210984,1,-73,10
40211218,1,-74,12
40211421,1,-74,10
40211546,1,-74,10
40211750,1,-75,10
40212031,1,-74,10
40212140,1,-73,10
40212343,1,-74,10
40212578,1,-73,11
40212906,1,-73,10
40213031,1,-73,10
40213140,1,-73,10
40213468,1,-73,10
40213546,1,-73,11
40213765,1,-73,12
40214031,1,-73,10
40214140,1,-73,12
40214328,1,-73,11
40214546,1,-73,11
40214765,1,-73,11
40214984,1,-73,12
40215140,1,-73,11
40215421,1,-73,10
40215546,1,-74,11
40215781,1,-74,11
40215984,1,-75,10
40216218,1,-74,10
40216343,1,-74,11
40216578,1,-74,10
40216750,1,-74,10
40216984,1,-74,10
40217218,1,-73,10
40217421,1,-73,11
40217546,1,-74,10
40217750,1,-73,11
40217984,1,-74,10
40218218,1,-74,10
40218343,1,-74,10
40218578,1,-74,10
40218781,1,-74,10
40218984,1,-74,10
40219218,1,-74,10
40219468,1,-74,10
40219546,1,-74,10
40219906,1,-74,11
40220031,1,-74,11
40220140,1,-74,11
40220343,1,-74,11
40220578,1,-74,11
40220750,1,-74,10
40220984,1,-74,11
40221218,1,-74,11
40221468,1,-74,10
40221546,1,-73,10
40221765,1,-75,11
40222031,1,-75,9
40222218,1,-75,9
40222343,1,-74,10
40222578,1,-73,10
40222781,1,-73,11
40223031,1,-73,11
40223140,1,-73,11
40223343,1,-73,11
40223578,1,-73,11
40223781,1,-74,10
40224031,1,-75,10
40224140,1,-75,10
40224343,1,-75,10
40224546,1,-75,8
40224765,1,-75,8
40224984,1,-76,9
40225218,1,-76,10
40225468,1,-76,10
40225625,1,-75,11
40225781,1,-75,10
40226031,1,-75,11
40226140,1,-74,9
40226421,1,-75,10
40226546,1,-74,11
40226750,1,-74,10
40226984,1,-74,10
40227218,1,-74,10
40227468,1,-74,11
40227578,1,-76,9
40227781,1,-75,9
40227984,1,-76,9
40228218,1,-75,11
40228343,1,-76,10
40228578,1,-76,9
40228750,1,-76,8
40228984,1,-75,10
40229187,1,-74,11
40229390,1,-75,10
40229625,1,-76,12
40229750,1,-75,11
40229984,1,-75,11
40230218,1,-75,11
40230343,1,-75,11
40230546,1,-76,11
40230750,1,-76,11
40230984,1,-76,9
40231218,1,-76,10
40231468,1,-76,10
40231546,1,-75,11
40231781,1,-75,10
40231984,1,-74,10
40232187,1,-77,9
40232546,1,-75,13
40232765,1,-76,11
40233031,1,-75,12
40233140,1,-74,12
40233468,1,-76,10
40233578,1,-75,9
40233781,1,-76,9
40234031,1,-76,9
40234140,1,-76,10
40234343,1,-76,9
40234546,1,-75,8
40234781,1,-76,8
40235140,1,-74,11
40235421,1,-75,10
40235546,1,-75,10
40235781,1,-73,12
40236031,1,-73,9
40236140,1,-76,9
40236343,1,-74,9
40236578,1,-76,10
40236859,1,-76,9
40236984,1,-75,12
40237218,1,-75,11
40237390,1,-75,9
40237546,1,-74,12
40237781,1,-75,11
40237937,1,-72,3
40238140,1,-74,10
40238343,1,-75,10
40238546,1,-73,11
40238750,1,-73,12
40238984,1,-73,10
40239187,1,-74,12
40239421,1,-75,10
40239625,1,-75,10
40239765,1,-75,12
40239984,1,-75,11
40240187,1,-75,11
40240343,1,-75,11
40240546,1,-76,10
40240781,1,-75,10
40241031,1,-75,10
40241140,1,-76,10
40241468,1,-76,9
40241578,1,-76,9
40241875,1,-76,10
40241984,1,-76,10
40242140,1,-76,10
40242421,1,-76,10
40242546,1,-77,9
40242750,1,-76,9
40242984,1,-77,11
40243187,1,-76,10
40243390,1,-76,9
40243578,1,-76,9
40243781,1,-76,9
40244031,1,-75,8
40244140,1,-76,10
40244421,1,-75,8
40244578,1,-75,9
40244781,1,-75,10
40245031,1,-75,10
40245140,1,-74,10
40245421,1,-75,10
40245546,1,-75,10
40245750,1,-74,10
40245984,1,-74,11
40246218,1,-73,12
40246343,1,-73,11
40246546,1,-73,12
40246750,1,-74,11
40247031,1,-74,11
40247140,1,-74,11
40247421,1,-74,11
40247546,1,-74,10
40247781,1,-74,11
40247984,1,-74,12
40248140,1,-74,11
40248343,1,-74,13
40248578,1,-75,13
40248750,1,-75,12
40248984,1,-74,11
40249187,1,-75,10
40249468,1,-74,13
40249546,1,-73,13
40249781,1,-72,13
40249984,1,-73,11
40250140,1,-75,9
40250421,1,-73,9
40250546,1,-75,9
40250781,1,-73,11
40251031,1,-73,12
40251140,1,-73,11
40251468,1,-74,11
40251625,1,-75,9
40251750,1,-73,12
40251984,1,-74,11
40252218,1,-72,11
40252343,1,-72,9
40252546,1,-73,9
40252765,1,-74,7
40252984,1,-76,8
40253140,1,-77,6
40253343,1,-79,9
40253578,1,-78,12
40253781,1,-76,9
40254031,1,-79,8
40254140,1,-80,6
40254343,1,-78,7
40254578,1,-78,8
40254781,1,-78,6
40254984,1,-77,8
40255187,1,-75,10
40255390,1,-75,10
40255578,1,-75,12
40255750,1,-74,13
40255953,1,-76,7
40256218,1,-77,8
40256421,1,-78,9
40256578,1,-76,10
40256750,1,-77,7
40256984,1,-78,8
40257218,1,-78,8
40257468,1,-75,9
40257578,1,-76,6
40257781,1,-74,10
40258031,1,-76,5
40258140,1,-75,6
40258343,1,-75,6
40258546,1,-76,7
40258750,1,-76,5
40258984,1,-75,9
40259218,1,-75,9
40259421,1,-76,8
40259546,1,-78,7
40259781,1,-75,7
40260031,1,-78,7
40260140,1,-77,7
40260343,1,-76,8
40260546,1,-76,9
40260781,1,-75,10
40260984,1,-75,10
40261140,1,-76,8
40261343,1,-76,7
40261546,1,-75,8
40261750,1,-74,8
40261953,1,-74,9
40262265,1,-74,8
40262390,1,-74,8
40262546,1,-77,8
40262750,1,-78,12
40262984,1,-77,15
40263218,1,-79,11
40263468,1,-81,10
40263625,1,-82,9
40263750,1,-81,11
40263984,1,-78,11
40264187,1,-78,13
40264421,1,-81,11
40264546,1,-79,9
40264750,1,-81,7
40264984,1,-79,9
40265218,1,-79,8
40265468,1,-79,8
40265578,1,-79,10
40265750,1,-77,8
40265984,1,-80,7
40266140,1,-78,7
40266468,1,-75,10
40266578,1,-75,8
40266750,1,-77,6
40266984,1,-76,6
40267218,1,-75,7
40267421,1,-75,7
40267546,1,-75,6
40267750,1,-76,6
40267937,1,-76,7
40268140,1,-75,7
40268390,1,-76,6
40268625,1,-76,7
40268781,1,-76,8
40268984,1,-76,8
40269218,1,-77,7
40269546,1,-76,7
40269750,1,-76,8
40269984,1,-76,8
40270187,1,-76,8
40270343,1,-76,10
40270546,1,-77,8
40270781,1,-77,8
40270984,1,-78,8
40271156,1,-80,10
40271421,1,-80,8
40271546,1,-78,7
40271781,1,-78,7
40271984,1,-79,6
40272218,1,-78,7
40272343,1,-77,10
40272578,1,-78,6
40272750,1,-78,7
40272984,1,-78,5
40273187,1,-78,6
40273468,1,-78,8
40273578,1,-77,9
40273750,1,-79,7
40273984,1,-78,7
40274218,1,-78,8
40274421,1,-78,7
40274546,1,-78,7
40274906,1,-78,8
40275031,1,-78,7
40275140,1,-78,8
40275468,1,-77,6
40275578,1,-77,7
40275781,1,-78,8
40276031,1,-78,7
40276140,1,-78,7
40276343,1,-77,6
40276546,1,-77,7
40276750,1,-77,6
40276937,1,-77,7
40277187,1,-76,8
40277421,1,-77,10
40277546,1,-77,9
40277781,1,-78,8
40277984,1,-79,8
40278218,1,-79,9
40278343,1,-80,7
40278578,1,-80,9
40278781,1,-80,8
40278984,1,-79,10
40279218,1,-76,8
40279421,1,-77,7
40279546,1,-80,7
40279750,1,-77,8
40279984,1,-77,8
40280218,1,-77,7
40280421,1,-77,8
40280546,1,-78,7
40280781,1,-77,7
40281031,1,-77,7
40281140,1,-77,7
40281468,1,-77,7
40281578,1,-77,6
40281781,1,-77,8
40281984,1,-78,8
40282140,1,-77,8
40282343,1,-78,7
40282546,1,-77,7
40282750,1,-80,7
40282953,1,-81,6
40283187,1,-79,8
40283421,1,-80,8
40283546,1,-76,10
40283781,1,-76,10
40284031,1,-75,11
40284140,1,-75,10
40284421,1,-75,11
40284625,1,-74,11
40284750,1,-74,10
40284953,1,-74,10
40285140,1,-74,11
40285390,1,-74,9
40285625,1,-74,9
40285750,1,-74,10
40285984,1,-73,10
40286218,1,-73,10
40286468,1,-73,11
40286578,1,-73,11
40286781,1,-74,10
40287031,1,-73,10
40287140,1,-73,11
40287578,1,-75,12
40287750,1,-75,11
40287953,1,-73,11
40288187,1,-74,11
40288343,1,-74,10
40288578,1,-75,11
40288750,1,-75,11
40289031,1,-75,10
40289140,1,-75,10
40289421,1,-75,10
40289546,1,-75,10
40289781,1,-75,9
40290031,1,-76,8
40290140,1,-77,8
40290343,1,-77,8
40290578,1,-77,9
40290750,1,-76,8
40290984,1,-76,7
40291187,1,-76,8
40291468,1,-76,8
40291546,1,-75,9
40291781,1,-76,10
40292031,1,-76,9
40292140,1,-75,10
40292421,1,-75,10
40292546,1,-74,10
40292781,1,-74,9
40293031,1,-74,10
40293140,1,-75,11
40293468,1,-74,11
40293578,1,-74,10
40293750,1,-74,11
40293984,1,-74,11
40294218,1,-75,11
40294468,1,-75,10
40294593,1,-75,10
40294781,1,-75,11
40294984,1,-75,11
40295140,1,-75,9
40295421,1,-74,10
40295546,1,-74,10
40295781,1,-74,11
40296031,1,-75,12
40296140,1,-75,12
40296343,1,-75,12
40296578,1,-75,11
40296750,1,-75,12
40296984,1,-75,12
40297218,1,-76,12
40297468,1,-76,11
40297625,1,-76,11
40297750,1,-76,10
40297937,1,-75,12
40298140,1,-75,11
40298421,1,-74,10
40298578,1,-74,11
40298906,1,-75,10
40299031,1,-74,11
40299140,1,-74,11
40299468,1,-74,11
40299578,1,-74,10
40299781,1,-74,11
40299984,1,-74,11
40300140,1,-74,12
40300343,1,-75,12
40300546,1,-74,12
40300750,1,-74,11
40301031,1,-73,11
40301140,1,-73,11
40301421,1,-73,11
40301546,1,-73,11
40301906,1,-73,12
40302031,1,-74,11
40302140,1,-74,12
40302343,1,-74,11
40302578,1,-73,11
40302781,1,-74,11
40303031,1,-73,11
40303218,1,-74,10
40303421,1,-73,10
40303625,1,-74,9
40303781,1,-73,11
40304031,1,-74,11
40304140,1,-73,11
40304468,1,-74,11
40304578,1,-73,10
40304781,1,-73,11
40305140,1,-73,10
40305468,1,-73,10
40305578,1,-73,10
40305859,1,-73,11
40305984,1,-73,10
40306140,1,-73,10
40306343,1,-73,10
40306546,1,-73,11
40306750,1,-74,10
40306984,1,-73,11
40307218,1,-74,10
40307468,1,-74,10
40307625,1,-74,10
40307781,1,-74,11
40308031,1,-74,9
40308218,1,-74,11
40308343,1,-73,11
40308593,1,-73,11
40308781,1,-73,11
40308984,1,-74,10
40309218,1,-74,11
40309421,1,-74,10
40309546,1,-74,11
40309781,1,-75,9
40310031,1,-73,11
40310140,1,-74,9
40310421,1,-74,9
40310546,1,-74,9
40310781,1,-74,9
40311140,1,-75,10
40311468,1,-75,10
40311578,1,-74,10
40311750,1,-74,11
40311984,1,-75,10
40312187,1,-76,10
40312421,1,-75,9
40312546,1,-75,9
40312781,1,-74,9
40313125,1,-74,10
40313218,1,-74,10
40313421,1,-74,10
40313578,1,-74,11
40313781,1,-75,11
40314031,1,-77,11
40314218,1,-76,11
40314468,1,-75,11
40314593,1,-75,10
40314781,1,-76,11
40314984,1,-75,9
40315218,1,-74,9
40315421,1,-75,10
40315546,1,-75,10
40315781,1,-75,11
40316031,1,-75,10
40316140,1,-75,12
40316421,1,-75,9
40316546,1,-75,9
40316750,1,-76,10
40317031,1,-76,10
40317140,1,-74,9
40317468,1,-74,10
40317578,1,-74,9
40317781,1,-75,8
40318031,1,-75,9
40318140,1,-76,10
40318359,1,-76,10
40318578,1,-75,8
40318750,1,-74,10
40318937,1,-75,10
40319187,1,-75,8
40319546,1,-74,10
40319781,1,-74,9
40320031,1,-74,8
40320218,1,-75,8
40320343,1,-75,8
40320578,1,-75,9
40320781,1,-76,9
40320984,1,-75,8
40321218,1,-76,9
40321468,1,-75,9
40321546,1,-74,9
40321859,1,-73,10
40321984,1,-76,8
40322218,1,-75,8
40322421,1,-77,6
40322546,1,-79,8
40322781,1,-79,9
40323031,1,-79,9
40323218,1,-77,8
40323468,1,-76,8
40323578,1,-77,9
40323781,1,-77,10
40324031,1,-77,10
40324140,1,-77,8
40324390,1,-77,7
40324546,1,-76,7
40324859,1,-77,8
40324984,1,-77,8
40325218,1,-78,10
40325468,1,-78,9
40325593,1,-78,8
40325781,1,-78,8
40325984,1,-77,7
40326218,1,-77,7
40326390,1,-78,8
40326578,1,-79,9
40326750,1,-78,10
40326937,1,-77,8
40327218,1,-76,8
40327343,1,-76,7
40327546,1,-77,7
40327750,1,-77,8
40328031,1,-76,8
40328156,1,-76,6
40328343,1,-76,6
40328578,1,-77,7
40328781,1,-76,7
40329031,1,-78,7
40329140,1,-78,8
40329468,1,-80,6
40329578,1,-78,7
40329781,1,-80,8
40330031,1,-80,8
40330218,1,-80,9
40330343,1,-80,8
40330546,1,-79,8
40330781,1,-78,9
40331031,1,-79,8
40331140,1,-78,8
40331421,1,-78,9
40331546,1,-78,8
40331781,1,-78,9
40332031,1,-78,8
40332140,1,-78,8
40332328,1,-78,8
40332578,1,-78,9
40332781,1,-79,8
40333031,1,-79,8
40333218,1,-80,8
40333421,1,-79,8
40333546,1,-79,8
40333750,1,-79,8
40334031,1,-79,8
40334140,1,-79,8
40334421,1,-79,8
40334625,1,-78,9
40334781,1,-78,9
40335031,1,-77,8
40335140,1,-78,9
40335468,1,-79,7
40335593,1,-79,10
40335781,1,-77,8
40336031,1,-77,8
40336218,1,-78,9
40336343,1,-77,9
40336578,1,-77,8
40336781,1,-77,7
40337031,1,-78,6
40337140,1,-78,8
40337421,1,-80,8
40337546,1,-79,8
40337781,1,-78,9
40338031,1,-78,10
40338140,1,-78,10
40338343,1,-78,9
40338593,1,-78,9
40338781,1,-78,9
40339031,1,-79,9
40339140,1,-79,7
40339468,1,-78,9
40339578,1,-79,9
40339750,1,-79,9
40339984,1,-79,9
40340218,1,-78,10
40340421,1,-78,11
40340546,1,-78,11
40340781,1,-78,11
40341031,1,-78,10
40341140,1,-77,10
40341468,1,-76,9
40341578,1,-76,9
40341781,1,-78,9
40341984,1,-76,9
40342218,1,-76,9
40342468,1,-77,9
40342562,1,-78,10
40342750,1,-77,11
40342984,1,-77,11
40343218,1,-78,11
40343343,1,-81,10
40343546,1,-80,10
40343781,1,-79,10
40344031,1,-79,10
40344140,1,-78,11
40344421,1,-78,10
40344578,1,-78,11
40344781,1,-78,10
40345031,1,-77,13
40345140,1,-79,10
40345390,1,-78,10
40345593,1,-80,9
40345750,1,-78,11
40346031,1,-77,10
