Time,PCTime,UEid,Serving Cell RSRP(dBm)
11:18:31.781,40711781,1,-74
11:18:32.031,40712031,1,-74
11:18:32.140,40712140,1,-74
11:18:32.343,40712343,1,-74
11:18:32.578,40712578,1,-74
11:18:32.781,40712781,1,-74
11:18:33.031,40713031,1,-75
11:18:33.140,40713140,1,-74
11:18:33.343,40713343,1,-74
11:18:33.578,40713578,1,-75
11:18:33.906,40713906,1,-75
11:18:34.031,40714031,1,-75
11:18:34.140,40714140,1,-75
11:18:34.343,40714343,1,-74
11:18:34.578,40714578,1,-74
11:18:34.781,40714781,1,-75
11:18:35.031,40715031,1,-74
11:18:35.140,40715140,1,-75
11:18:35.468,40715468,1,-74
11:18:35.546,40715546,1,-74
11:18:35.765,40715765,1,-74
11:18:35.984,40715984,1,-74
11:18:36.140,40716140,1,-75
11:18:36.343,40716343,1,-75
11:18:36.578,40716578,1,-75
11:18:36.781,40716781,1,-74
11:18:37.031,40717031,1,-74
11:18:37.140,40717140,1,-74
11:18:37.468,40717468,1,-74
11:18:37.578,40717578,1,-74
11:18:37.781,40717781,1,-74
11:18:38.031,40718031,1,-74
11:18:38.140,40718140,1,-74
11:18:38.343,40718343,1,-74
11:18:38.625,40718625,1,-73
11:18:38.750,40718750,1,-73
11:18:39.125,40719125,1,-74
11:18:39.218,40719218,1,-73
11:18:39.343,40719343,1,-73
11:18:39.578,40719578,1,-73
11:18:39.906,40719906,1,-74
11:18:40.031,40720031,1,-74
11:18:40.140,40720140,1,-74
11:18:40.468,40720468,1,-74
11:18:40.578,40720578,1,-73
11:18:40.781,40720781,1,-73
11:18:41.031,40721031,1,-74
11:18:41.140,40721140,1,-74
11:18:41.578,40721578,1,-74
11:18:41.906,40721906,1,-73
11:18:42.031,40722031,1,-75
11:18:42.140,40722140,1,-75
11:18:42.343,40722343,1,-75
11:18:42.578,40722578,1,-75
11:18:42.781,40722781,1,-75
11:18:43.140,40723140,1,-75
11:18:43.468,40723468,1,-76
11:18:43.578,40723578,1,-76
11:18:43.750,40723750,1,-74
11:18:44.031,40724031,1,-75
11:18:44.140,40724140,1,-75
11:18:44.343,40724343,1,-75
11:18:44.578,40724578,1,-75
11:18:44.750,40724750,1,-75
11:18:44.984,40724984,1,-75
11:18:45.218,40725218,1,-76
11:18:45.468,40725468,1,-76
11:18:45.578,40725578,1,-76
11:18:45.781,40725781,1,-76
11:18:46.031,40726031,1,-76
11:18:46.140,40726140,1,-74
11:18:46.468,40726468,1,-74
11:18:46.578,40726578,1,-74
11:18:46.781,40726781,1,-74
11:18:47.031,40727031,1,-75
11:18:47.140,40727140,1,-75
11:18:47.343,40727343,1,-74
11:18:47.625,40727625,1,-74
11:18:47.781,40727781,1,-74
11:18:48.031,40728031,1,-74
11:18:48.140,40728140,1,-75
11:18:48.343,40728343,1,-74
11:18:48.578,40728578,1,-74
11:18:48.781,40728781,1,-74
11:18:49.031,40729031,1,-74
11:18:49.140,40729140,1,-74
11:18:49.468,40729468,1,-74
11:18:49.578,40729578,1,-74
11:18:49.781,40729781,1,-74
11:18:50.031,40730031,1,-74
11:18:50.140,40730140,1,-74
11:18:50.468,40730468,1,-74
11:18:50.578,40730578,1,-74
11:18:50.781,40730781,1,-74
11:18:51.031,40731031,1,-74
11:18:51.140,40731140,1,-74
11:18:51.468,40731468,1,-74
11:18:51.578,40731578,1,-74
11:18:51.781,40731781,1,-74
11:18:52.031,40732031,1,-74
11:18:52.140,40732140,1,-75
11:18:52.343,40732343,1,-76
11:18:52.578,40732578,1,-76
11:18:52.781,40732781,1,-76
11:18:53.031,40733031,1,-77
11:18:53.140,40733140,1,-76
11:18:53.468,40733468,1,-75
11:18:53.578,40733578,1,-74
11:18:53.781,40733781,1,-75
11:18:54.031,40734031,1,-75
11:18:54.140,40734140,1,-76
11:18:54.343,40734343,1,-75
11:18:54.578,40734578,1,-75
11:18:54.781,40734781,1,-74
11:18:55.031,40735031,1,-74
11:18:55.140,40735140,1,-74
11:18:55.468,40735468,1,-74
11:18:55.578,40735578,1,-74
11:18:55.906,40735906,1,-75
11:18:56.140,40736140,1,-75
11:18:56.421,40736421,1,-75
11:18:56.546,40736546,1,-74
11:18:56.750,40736750,1,-75
11:18:57.140,40737140,1,-75
11:18:57.343,40737343,1,-75
11:18:57.578,40737578,1,-74
11:18:57.781,40737781,1,-74
11:18:58.031,40738031,1,-74
11:18:58.140,40738140,1,-75
11:18:58.421,40738421,1,-74
11:18:58.578,40738578,1,-75
11:18:58.750,40738750,1,-75
11:18:59.015,40739015,1,-74
11:18:59.140,40739140,1,-75
11:18:59.468,40739468,1,-74
11:18:59.546,40739546,1,-75
11:18:59.750,40739750,1,-75
11:18:59.984,40739984,1,-75
11:19:0.218,40740218,1,-74
11:19:0.343,40740343,1,-73
11:19:0.578,40740578,1,-72
11:19:0.781,40740781,1,-74
11:19:1.031,40741031,1,-74
11:19:1.140,40741140,1,-75
11:19:1.421,40741421,1,-75
11:19:1.546,40741546,1,-76
11:19:1.781,40741781,1,-77
11:19:2.031,40742031,1,-78
11:19:2.140,40742140,1,-79
11:19:2.343,40742343,1,-78
11:19:2.578,40742578,1,-79
11:19:2.781,40742781,1,-79
11:19:2.984,40742984,1,-78
11:19:3.218,40743218,1,-78
11:19:3.468,40743468,1,-78
11:19:3.578,40743578,1,-78
11:19:3.781,40743781,1,-78
11:19:4.031,40744031,1,-78
11:19:4.140,40744140,1,-78
11:19:4.343,40744343,1,-77
11:19:4.578,40744578,1,-77
11:19:4.781,40744781,1,-77
11:19:5.031,40745031,1,-77
11:19:5.140,40745140,1,-78
11:19:5.468,40745468,1,-77
11:19:5.578,40745578,1,-76
11:19:5.781,40745781,1,-75
11:19:5.984,40745984,1,-76
11:19:6.140,40746140,1,-76
11:19:6.468,40746468,1,-76
11:19:6.578,40746578,1,-76
11:19:6.781,40746781,1,-76
11:19:7.015,40747015,1,-75
11:19:7.140,40747140,1,-75
11:19:7.468,40747468,1,-75
11:19:7.578,40747578,1,-75
11:19:7.781,40747781,1,-75
11:19:8.031,40748031,1,-75
11:19:8.140,40748140,1,-76
11:19:8.343,40748343,1,-76
11:19:8.578,40748578,1,-75
11:19:8.781,40748781,1,-75
11:19:9.031,40749031,1,-75
11:19:9.140,40749140,1,-75
11:19:9.343,40749343,1,-75
11:19:9.578,40749578,1,-76
11:19:9.781,40749781,1,-76
11:19:10.031,40750031,1,-76
11:19:10.140,40750140,1,-75
11:19:10.343,40750343,1,-76
11:19:10.578,40750578,1,-76
11:19:10.781,40750781,1,-76
11:19:11.031,40751031,1,-75
11:19:11.140,40751140,1,-76
11:19:11.421,40751421,1,-76
11:19:11.578,40751578,1,-76
11:19:11.781,40751781,1,-76
11:19:11.984,40751984,1,-76
11:19:12.218,40752218,1,-76
11:19:12.343,40752343,1,-76
11:19:12.578,40752578,1,-76
11:19:12.781,40752781,1,-76
11:19:13.031,40753031,1,-76
11:19:13.140,40753140,1,-76
11:19:13.468,40753468,1,-75
11:19:13.578,40753578,1,-75
11:19:13.781,40753781,1,-75
11:19:14.031,40754031,1,-75
11:19:14.140,40754140,1,-76
11:19:14.343,40754343,1,-76
11:19:14.578,40754578,1,-75
11:19:14.781,40754781,1,-76
11:19:15.140,40755140,1,-75
11:19:15.468,40755468,1,-75
11:19:15.578,40755578,1,-76
11:19:15.781,40755781,1,-76
11:19:16.031,40756031,1,-75
11:19:16.140,40756140,1,-75
11:19:16.468,40756468,1,-75
11:19:16.578,40756578,1,-76
11:19:16.781,40756781,1,-75
11:19:17.031,40757031,1,-75
11:19:17.140,40757140,1,-75
11:19:17.468,40757468,1,-75
11:19:17.546,40757546,1,-76
11:19:17.750,40757750,1,-76
11:19:17.937,40757937,1,-75
11:19:18.218,40758218,1,-74
11:19:18.343,40758343,1,-73
11:19:18.578,40758578,1,-74
11:19:18.781,40758781,1,-75
11:19:18.984,40758984,1,-76
11:19:19.140,40759140,1,-77
11:19:19.468,40759468,1,-78
11:19:19.578,40759578,1,-78
11:19:19.781,40759781,1,-77
11:19:20.031,40760031,1,-77
11:19:20.140,40760140,1,-77
11:19:20.343,40760343,1,-77
11:19:20.578,40760578,1,-77
11:19:20.750,40760750,1,-77
11:19:20.984,40760984,1,-76
11:19:21.140,40761140,1,-77
11:19:21.468,40761468,1,-76
11:19:21.578,40761578,1,-77
11:19:21.781,40761781,1,-77
11:19:22.031,40762031,1,-77
11:19:22.140,40762140,1,-77
11:19:22.343,40762343,1,-77
11:19:22.578,40762578,1,-77
11:19:22.781,40762781,1,-77
11:19:23.031,40763031,1,-77
11:19:23.140,40763140,1,-77
11:19:23.468,40763468,1,-77
11:19:23.578,40763578,1,-77
11:19:23.781,40763781,1,-75
11:19:24.031,40764031,1,-75
11:19:24.140,40764140,1,-76
11:19:24.343,40764343,1,-76
11:19:24.578,40764578,1,-76
11:19:24.781,40764781,1,-76
11:19:25.031,40765031,1,-75
11:19:25.140,40765140,1,-75
11:19:25.343,40765343,1,-75
11:19:25.578,40765578,1,-75
11:19:25.781,40765781,1,-76
11:19:26.031,40766031,1,-76
11:19:26.140,40766140,1,-76
11:19:26.343,40766343,1,-75
11:19:26.546,40766546,1,-75
11:19:26.750,40766750,1,-75
11:19:27.031,40767031,1,-75
11:19:27.140,40767140,1,-76
11:19:27.468,40767468,1,-76
11:19:27.578,40767578,1,-76
11:19:27.781,40767781,1,-75
11:19:28.031,40768031,1,-76
11:19:28.140,40768140,1,-76
11:19:28.343,40768343,1,-76
11:19:28.578,40768578,1,-76
11:19:28.781,40768781,1,-76
11:19:29.031,40769031,1,-76
11:19:29.218,40769218,1,-76
11:19:29.343,40769343,1,-76
11:19:29.578,40769578,1,-75
11:19:29.750,40769750,1,-75
11:19:29.984,40769984,1,-75
11:19:30.218,40770218,1,-75
11:19:30.343,40770343,1,-75
11:19:30.578,40770578,1,-75
11:19:30.781,40770781,1,-75
11:19:31.031,40771031,1,-75
11:19:31.140,40771140,1,-76
11:19:31.468,40771468,1,-76
11:19:31.578,40771578,1,-76
11:19:31.781,40771781,1,-77
11:19:32.031,40772031,1,-75
11:19:32.140,40772140,1,-76
11:19:32.343,40772343,1,-76
11:19:32.578,40772578,1,-76
11:19:32.750,40772750,1,-76
11:19:32.984,40772984,1,-76
11:19:33.156,40773156,1,-75
11:19:33.468,40773468,1,-75
11:19:33.578,40773578,1,-74
11:19:33.781,40773781,1,-74
11:19:34.031,40774031,1,-74
11:19:34.140,40774140,1,-76
11:19:34.343,40774343,1,-77
11:19:34.578,40774578,1,-76
11:19:34.781,40774781,1,-77
11:19:35.140,40775140,1,-75
11:19:35.343,40775343,1,-76
11:19:35.578,40775578,1,-77
11:19:35.781,40775781,1,-76
11:19:36.031,40776031,1,-76
11:19:36.140,40776140,1,-77
11:19:36.343,40776343,1,-76
11:19:36.546,40776546,1,-76
11:19:36.906,40776906,1,-76
11:19:37.031,40777031,1,-77
11:19:37.140,40777140,1,-77
11:19:37.468,40777468,1,-77
11:19:37.578,40777578,1,-76
11:19:37.781,40777781,1,-77
11:19:38.031,40778031,1,-77
11:19:38.187,40778187,1,-77
11:19:38.390,40778390,1,-77
11:19:38.625,40778625,1,-78
11:19:38.750,40778750,1,-78
11:19:38.984,40778984,1,-77
11:19:39.218,40779218,1,-77
11:19:39.468,40779468,1,-77
11:19:39.578,40779578,1,-77
11:19:39.781,40779781,1,-77
11:19:40.031,40780031,1,-78
11:19:40.140,40780140,1,-78
11:19:40.343,40780343,1,-78
11:19:40.578,40780578,1,-78
11:19:40.781,40780781,1,-78
11:19:41.031,40781031,1,-77
11:19:41.218,40781218,1,-78
11:19:41.468,40781468,1,-78
11:19:41.578,40781578,1,-78
11:19:41.750,40781750,1,-78
11:19:41.953,40781953,1,-78
11:19:42.218,40782218,1,-78
11:19:42.343,40782343,1,-78
11:19:42.578,40782578,1,-78
11:19:42.750,40782750,1,-78
11:19:43.031,40783031,1,-78
11:19:43.156,40783156,1,-78
11:19:43.468,40783468,1,-77
11:19:43.578,40783578,1,-78
11:19:43.906,40783906,1,-78
11:19:44.031,40784031,1,-76
11:19:44.140,40784140,1,-76
11:19:44.343,40784343,1,-77
11:19:44.578,40784578,1,-78
11:19:44.781,40784781,1,-77
11:19:45.031,40785031,1,-77
11:19:45.140,40785140,1,-77
11:19:45.468,40785468,1,-78
11:19:45.578,40785578,1,-77
11:19:45.781,40785781,1,-77
11:19:46.140,40786140,1,-79
11:19:46.343,40786343,1,-78
11:19:46.578,40786578,1,-78
11:19:46.781,40786781,1,-78
11:19:47.140,40787140,1,-78
11:19:47.421,40787421,1,-79
11:19:47.546,40787546,1,-78
11:19:47.750,40787750,1,-78
11:19:48.031,40788031,1,-77
11:19:48.140,40788140,1,-77
11:19:48.343,40788343,1,-78
11:19:48.578,40788578,1,-79
11:19:48.781,40788781,1,-77
11:19:49.031,40789031,1,-78
11:19:49.140,40789140,1,-79
11:19:49.468,40789468,1,-78
11:19:49.578,40789578,1,-77
11:19:49.781,40789781,1,-78
11:19:50.031,40790031,1,-78
11:19:50.140,40790140,1,-79
11:19:50.343,40790343,1,-78
11:19:50.578,40790578,1,-78
11:19:50.781,40790781,1,-78
11:19:51.031,40791031,1,-79
11:19:51.140,40791140,1,-79
11:19:51.421,40791421,1,-79
11:19:51.546,40791546,1,-78
11:19:51.781,40791781,1,-79
11:19:52.031,40792031,1,-79
11:19:52.140,40792140,1,-78
11:19:52.343,40792343,1,-79
11:19:52.578,40792578,1,-78
11:19:52.750,40792750,1,-78
11:19:52.984,40792984,1,-78
11:19:53.218,40793218,1,-78
11:19:53.468,40793468,1,-78
11:19:53.578,40793578,1,-78
11:19:53.781,40793781,1,-78
11:19:54.031,40794031,1,-78
11:19:54.140,40794140,1,-78
11:19:54.468,40794468,1,-78
11:19:54.578,40794578,1,-78
11:19:54.750,40794750,1,-78
11:19:55.031,40795031,1,-78
11:19:55.140,40795140,1,-78
11:19:55.468,40795468,1,-78
11:19:55.578,40795578,1,-78
11:19:55.781,40795781,1,-78
11:19:56.031,40796031,1,-78
11:19:56.140,40796140,1,-78
11:19:56.343,40796343,1,-78
11:19:56.578,40796578,1,-79
11:19:56.781,40796781,1,-77
11:19:57.031,40797031,1,-78
11:19:57.140,40797140,1,-77
11:19:57.468,40797468,1,-78
11:19:57.578,40797578,1,-77
11:19:57.781,40797781,1,-77
11:19:58.031,40798031,1,-78
11:19:58.218,40798218,1,-78
11:19:58.468,40798468,1,-78
11:19:58.578,40798578,1,-78
11:19:58.781,40798781,1,-77
11:19:59.031,40799031,1,-76
11:19:59.140,40799140,1,-77
11:19:59.468,40799468,1,-78
11:19:59.578,40799578,1,-79
11:19:59.781,40799781,1,-79
11:20:0.031,40800031,1,-79
11:20:0.140,40800140,1,-79
11:20:0.343,40800343,1,-78
11:20:0.578,40800578,1,-78
11:20:0.781,40800781,1,-78
11:20:1.031,40801031,1,-79
11:20:1.140,40801140,1,-79
11:20:1.468,40801468,1,-79
11:20:1.578,40801578,1,-76
11:20:1.781,40801781,1,-77
11:20:2.031,40802031,1,-76
11:20:2.187,40802187,1,-76
11:20:2.343,40802343,1,-77
11:20:2.593,40802593,1,-77
11:20:2.750,40802750,1,-78
11:20:3.031,40803031,1,-76
11:20:3.140,40803140,1,-75
11:20:3.578,40803578,1,-76
11:20:3.781,40803781,1,-75
11:20:4.031,40804031,1,-76
11:20:4.140,40804140,1,-75
11:20:4.343,40804343,1,-75
11:20:4.578,40804578,1,-75
11:20:4.750,40804750,1,-75
11:20:5.031,40805031,1,-75
11:20:5.140,40805140,1,-76
11:20:5.468,40805468,1,-76
11:20:5.578,40805578,1,-75
11:20:5.781,40805781,1,-74
11:20:6.031,40806031,1,-74
11:20:6.140,40806140,1,-74
11:20:6.468,40806468,1,-74
11:20:6.578,40806578,1,-74
11:20:6.781,40806781,1,-74
11:20:7.140,40807140,1,-73
11:20:7.468,40807468,1,-74
11:20:7.578,40807578,1,-74
11:20:7.781,40807781,1,-74
11:20:8.031,40808031,1,-74
11:20:8.140,40808140,1,-74
11:20:8.343,40808343,1,-74
11:20:8.578,40808578,1,-74
11:20:8.781,40808781,1,-74
11:20:9.031,40809031,1,-74
11:20:9.140,40809140,1,-74
11:20:9.343,40809343,1,-74
11:20:9.578,40809578,1,-74
11:20:9.781,40809781,1,-73
11:20:10.031,40810031,1,-74
11:20:10.218,40810218,1,-73
11:20:10.468,40810468,1,-74
11:20:10.578,40810578,1,-75
11:20:10.781,40810781,1,-75
11:20:11.140,40811140,1,-75
11:20:11.468,40811468,1,-75
11:20:11.578,40811578,1,-75
11:20:11.781,40811781,1,-76
11:20:12.031,40812031,1,-76
11:20:12.140,40812140,1,-77
11:20:12.343,40812343,1,-77
11:20:12.578,40812578,1,-76
11:20:12.750,40812750,1,-76
11:20:13.031,40813031,1,-77
11:20:13.140,40813140,1,-76
11:20:13.343,40813343,1,-78
11:20:13.578,40813578,1,-77
11:20:13.781,40813781,1,-77
11:20:14.031,40814031,1,-76
11:20:14.140,40814140,1,-75
11:20:14.343,40814343,1,-75
11:20:14.578,40814578,1,-75
11:20:14.781,40814781,1,-75
11:20:15.031,40815031,1,-75
11:20:15.140,40815140,1,-75
11:20:15.421,40815421,1,-75
11:20:15.578,40815578,1,-75
11:20:15.781,40815781,1,-74
11:20:16.031,40816031,1,-75
11:20:16.140,40816140,1,-75
11:20:16.343,40816343,1,-75
11:20:16.578,40816578,1,-76
11:20:16.781,40816781,1,-75
11:20:17.031,40817031,1,-75
11:20:17.140,40817140,1,-76
11:20:17.468,40817468,1,-76
11:20:17.578,40817578,1,-76
11:20:17.906,40817906,1,-76
11:20:18.031,40818031,1,-76
11:20:18.140,40818140,1,-76
11:20:18.343,40818343,1,-75
11:20:18.578,40818578,1,-76
11:20:18.781,40818781,1,-76
11:20:19.031,40819031,1,-76
11:20:19.140,40819140,1,-76
11:20:19.468,40819468,1,-76
11:20:19.578,40819578,1,-76
11:20:19.781,40819781,1,-76
11:20:20.031,40820031,1,-76
11:20:20.140,40820140,1,-76
11:20:20.468,40820468,1,-76
11:20:20.578,40820578,1,-76
11:20:20.750,40820750,1,-76
11:20:20.984,40820984,1,-76
11:20:21.218,40821218,1,-76
11:20:21.468,40821468,1,-76
11:20:21.578,40821578,1,-75
11:20:21.781,40821781,1,-75
11:20:22.031,40822031,1,-75
11:20:22.140,40822140,1,-76
11:20:22.343,40822343,1,-76
11:20:22.578,40822578,1,-76
11:20:22.750,40822750,1,-75
11:20:23.031,40823031,1,-76
11:20:23.140,40823140,1,-76
11:20:23.468,40823468,1,-76
11:20:23.625,40823625,1,-75
11:20:23.781,40823781,1,-75
11:20:24.031,40824031,1,-75
11:20:24.140,40824140,1,-75
11:20:24.343,40824343,1,-76
11:20:24.578,40824578,1,-75
11:20:24.750,40824750,1,-76
11:20:24.984,40824984,1,-77
11:20:25.140,40825140,1,-76
11:20:25.421,40825421,1,-76
11:20:25.578,40825578,1,-75
11:20:25.781,40825781,1,-75
11:20:26.031,40826031,1,-75
11:20:26.156,40826156,1,-75
11:20:26.343,40826343,1,-74
11:20:26.578,40826578,1,-74
11:20:26.781,40826781,1,-75
11:20:27.031,40827031,1,-75
11:20:27.140,40827140,1,-75
11:20:27.468,40827468,1,-75
11:20:27.625,40827625,1,-75
11:20:27.906,40827906,1,-76
11:20:28.140,40828140,1,-77
11:20:28.343,40828343,1,-78
11:20:28.593,40828593,1,-76
11:20:28.781,40828781,1,-76
11:20:29.031,40829031,1,-77
11:20:29.140,40829140,1,-75
11:20:29.343,40829343,1,-76
11:20:29.578,40829578,1,-76
11:20:29.781,40829781,1,-75
11:20:30.031,40830031,1,-76
11:20:30.140,40830140,1,-75
11:20:30.343,40830343,1,-76
11:20:30.578,40830578,1,-76
11:20:30.781,40830781,1,-75
11:20:31.140,40831140,1,-76
11:20:31.468,40831468,1,-76
11:20:31.578,40831578,1,-76
11:20:31.781,40831781,1,-76
11:20:32.031,40832031,1,-75
11:20:32.140,40832140,1,-75
11:20:32.343,40832343,1,-76
11:20:32.578,40832578,1,-76
11:20:32.781,40832781,1,-75
11:20:33.031,40833031,1,-76
11:20:33.140,40833140,1,-76
11:20:33.468,40833468,1,-76
11:20:33.578,40833578,1,-76
11:20:33.781,40833781,1,-76
11:20:34.031,40834031,1,-76
11:20:34.140,40834140,1,-76
11:20:34.343,40834343,1,-76
11:20:34.593,40834593,1,-75
11:20:34.781,40834781,1,-75
11:20:35.031,40835031,1,-75
11:20:35.140,40835140,1,-75
11:20:35.468,40835468,1,-74
11:20:35.578,40835578,1,-73
11:20:35.781,40835781,1,-73
11:20:36.031,40836031,1,-74
11:20:36.140,40836140,1,-74
11:20:36.343,40836343,1,-74
11:20:36.578,40836578,1,-74
11:20:36.781,40836781,1,-74
11:20:37.031,40837031,1,-74
11:20:37.140,40837140,1,-74
11:20:37.343,40837343,1,-74
11:20:37.578,40837578,1,-75
11:20:37.781,40837781,1,-75
11:20:38.031,40838031,1,-74
11:20:38.140,40838140,1,-74
11:20:38.343,40838343,1,-74
11:20:38.578,40838578,1,-75
11:20:38.906,40838906,1,-74
11:20:39.031,40839031,1,-76
11:20:39.218,40839218,1,-73
11:20:39.343,40839343,1,-74
11:20:39.578,40839578,1,-75
11:20:39.781,40839781,1,-76
11:20:40.031,40840031,1,-76
11:20:40.187,40840187,1,-75
11:20:40.468,40840468,1,-75
11:20:40.578,40840578,1,-77
11:20:40.781,40840781,1,-76
11:20:41.031,40841031,1,-76
11:20:41.140,40841140,1,-76
11:20:41.468,40841468,1,-76
11:20:41.578,40841578,1,-75
11:20:41.781,40841781,1,-75
11:20:42.031,40842031,1,-75
11:20:42.140,40842140,1,-75
11:20:42.343,40842343,1,-74
11:20:42.578,40842578,1,-74
11:20:42.781,40842781,1,-75
11:20:43.031,40843031,1,-75
11:20:43.140,40843140,1,-75
11:20:43.421,40843421,1,-75
11:20:43.546,40843546,1,-75
11:20:43.781,40843781,1,-75
11:20:44.031,40844031,1,-75
11:20:44.140,40844140,1,-74
11:20:44.343,40844343,1,-74
11:20:44.578,40844578,1,-74
11:20:44.781,40844781,1,-74
11:20:45.140,40845140,1,-74
11:20:45.421,40845421,1,-74
11:20:45.578,40845578,1,-75
11:20:45.781,40845781,1,-74
11:20:46.031,40846031,1,-75
11:20:46.140,40846140,1,-75
11:20:46.343,40846343,1,-75
11:20:46.578,40846578,1,-75
11:20:46.781,40846781,1,-75
11:20:47.031,40847031,1,-75
11:20:47.218,40847218,1,-75
11:20:47.468,40847468,1,-75
11:20:47.578,40847578,1,-75
11:20:47.781,40847781,1,-75
11:20:48.031,40848031,1,-75
11:20:48.218,40848218,1,-75
11:20:48.343,40848343,1,-75
11:20:48.578,40848578,1,-75
11:20:48.781,40848781,1,-76
11:20:49.031,40849031,1,-75
11:20:49.140,40849140,1,-76
11:20:49.468,40849468,1,-75
11:20:49.625,40849625,1,-75
11:20:49.781,40849781,1,-75
11:20:50.031,40850031,1,-76
11:20:50.187,40850187,1,-76
11:20:50.468,40850468,1,-76
11:20:50.578,40850578,1,-76
11:20:50.781,40850781,1,-76
11:20:51.140,40851140,1,-76
11:20:51.578,40851578,1,-76
11:20:51.781,40851781,1,-77
11:20:52.031,40852031,1,-76
11:20:52.140,40852140,1,-76
11:20:52.343,40852343,1,-76
11:20:52.578,40852578,1,-76
11:20:52.781,40852781,1,-76
11:20:53.031,40853031,1,-77
11:20:53.218,40853218,1,-76
11:20:53.468,40853468,1,-76
11:20:53.578,40853578,1,-76
11:20:53.781,40853781,1,-76
11:20:54.031,40854031,1,-76
11:20:54.140,40854140,1,-76
11:20:54.343,40854343,1,-75
11:20:54.578,40854578,1,-76
11:20:54.781,40854781,1,-75
11:20:55.031,40855031,1,-76
11:20:55.140,40855140,1,-76
11:20:55.468,40855468,1,-76
11:20:55.578,40855578,1,-76
11:20:55.781,40855781,1,-76
11:20:56.031,40856031,1,-76
11:20:56.140,40856140,1,-77
11:20:56.343,40856343,1,-77
11:20:56.578,40856578,1,-76
11:20:56.781,40856781,1,-77
11:20:57.031,40857031,1,-77
11:20:57.140,40857140,1,-77
11:20:57.468,40857468,1,-76
11:20:57.578,40857578,1,-77
11:20:57.781,40857781,1,-77
11:20:58.031,40858031,1,-77
11:20:58.140,40858140,1,-77
11:20:58.343,40858343,1,-76
11:20:58.578,40858578,1,-76
11:20:58.781,40858781,1,-77
11:20:59.140,40859140,1,-76
11:20:59.468,40859468,1,-76
11:20:59.578,40859578,1,-75
11:20:59.781,40859781,1,-76
11:21:0.031,40860031,1,-76
11:21:0.140,40860140,1,-76
11:21:0.343,40860343,1,-76
11:21:0.578,40860578,1,-75
11:21:0.781,40860781,1,-76
11:21:1.031,40861031,1,-78
11:21:1.140,40861140,1,-73
11:21:1.468,40861468,1,-75
11:21:1.578,40861578,1,-72
11:21:1.781,40861781,1,-75
11:21:2.031,40862031,1,-78
11:21:2.140,40862140,1,-77
11:21:2.343,40862343,1,-78
11:21:2.578,40862578,1,-77
11:21:2.781,40862781,1,-76
11:21:2.984,40862984,1,-77
11:21:3.140,40863140,1,-78
11:21:3.468,40863468,1,-76
11:21:3.578,40863578,1,-77
11:21:3.781,40863781,1,-77
11:21:4.031,40864031,1,-76
11:21:4.218,40864218,1,-77
11:21:4.343,40864343,1,-77
11:21:4.578,40864578,1,-76
11:21:4.781,40864781,1,-76
11:21:5.031,40865031,1,-75
11:21:5.140,40865140,1,-76
11:21:5.468,40865468,1,-75
11:21:5.578,40865578,1,-76
11:21:5.781,40865781,1,-75
11:21:6.031,40866031,1,-76
11:21:6.140,40866140,1,-76
11:21:6.343,40866343,1,-75
11:21:6.578,40866578,1,-75
11:21:6.781,40866781,1,-76
11:21:7.031,40867031,1,-76
11:21:7.140,40867140,1,-76
11:21:7.468,40867468,1,-77
11:21:7.578,40867578,1,-76
11:21:7.781,40867781,1,-76
11:21:8.000,40868000,1,-77
11:21:8.140,40868140,1,-76
11:21:8.343,40868343,1,-76
11:21:8.578,40868578,1,-76
11:21:8.781,40868781,1,-76
11:21:9.031,40869031,1,-76
11:21:9.140,40869140,1,-77
11:21:9.468,40869468,1,-77
11:21:9.578,40869578,1,-77
11:21:9.781,40869781,1,-77
11:21:10.031,40870031,1,-77
11:21:10.140,40870140,1,-77
11:21:10.343,40870343,1,-77
11:21:10.578,40870578,1,-77
11:21:10.781,40870781,1,-77
11:21:11.031,40871031,1,-78
11:21:11.140,40871140,1,-78
11:21:11.468,40871468,1,-77
11:21:11.578,40871578,1,-77
11:21:11.781,40871781,1,-77
11:21:12.031,40872031,1,-77
11:21:12.140,40872140,1,-77
11:21:12.343,40872343,1,-78
11:21:12.578,40872578,1,-79
11:21:12.781,40872781,1,-79
11:21:13.031,40873031,1,-79
11:21:13.140,40873140,1,-80
11:21:13.359,40873359,1,-79
11:21:13.578,40873578,1,-79
11:21:13.781,40873781,1,-79
11:21:14.031,40874031,1,-79
11:21:14.140,40874140,1,-79
11:21:14.343,40874343,1,-79
11:21:14.578,40874578,1,-79
11:21:14.781,40874781,1,-78
11:21:15.031,40875031,1,-79
11:21:15.140,40875140,1,-79
11:21:15.421,40875421,1,-79
11:21:15.578,40875578,1,-79
11:21:15.781,40875781,1,-79
11:21:16.031,40876031,1,-80
11:21:16.140,40876140,1,-79
11:21:16.343,40876343,1,-79
11:21:16.578,40876578,1,-79
11:21:16.750,40876750,1,-79
11:21:17.031,40877031,1,-79
11:21:17.140,40877140,1,-79
11:21:17.468,40877468,1,-79
11:21:17.578,40877578,1,-79
11:21:17.781,40877781,1,-80
11:21:18.031,40878031,1,-80
11:21:18.140,40878140,1,-80
11:21:18.343,40878343,1,-80
11:21:18.578,40878578,1,-80
11:21:18.781,40878781,1,-80
11:21:19.140,40879140,1,-80
11:21:19.468,40879468,1,-80
